"Dusa","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","Dusa_","0232","Dusa_0232","","","","Подивіться на розмір цього хлопця!","","",""
"Integrated","Dusa_","0233","Dusa_0233","","","","Виглядає серйозно, Принце!","","",""
"Integrated","Dusa_","0234","Dusa_0234","","","","Вповільнимо цього борця!","","",""
"Integrated","Dusa_","0235","Dusa_0235","","","","Гей, міцний горішку, сюди!","","",""
"Integrated","Dusa_","0236","Dusa_0236","","","","Ого, така публіка!","","",""
"Integrated","Dusa_","0237","Dusa_0237","","","","Ей, гляньте, публіка!","","",""
"Integrated","Dusa_","0238","Dusa_0238","","","","Гляньте-но на цей натовп!","","",""
"Integrated","Dusa_","0239","Dusa_0239","","","","Це головна подія?!","","",""
"Integrated","Dusa_","0240","Dusa_0240","","","","Вау, гляньте на це все!","","",""
"Integrated","Dusa_","0241","Dusa_0241","","","","Вау, це місце неймовірне, Принце!","","",""
"Integrated","Dusa_","0242","Dusa_0242","","","","Оох, Танатосе!","","",""
"Integrated","Dusa_","0243","Dusa_0243","","","","Це ж Танатос, для чого я вам тут потрібна?","","",""
"Integrated","Dusa_","0244","Dusa_0244","","","","Оу вау, це ж Танатос!","","",""
"Integrated","Dusa_","0245","Dusa_0245","","","","Воу, чи це Танатос?","","",""
"Integrated","Dusa_","0246","Dusa_0246","","","","Аа, це Танатос!","","",""
"Integrated","Dusa_","0247","Dusa_0247","","","","Чекайте, Танатос, це ж він!","","",""
"Integrated","Dusa_","0248","Dusa_0248","","","","Ах, це ж ваш батько, Принце!!","","",""
"Integrated","Dusa_","0249","Dusa_0249","","","","А мені тут можна бути, Принце?!","","",""
"Integrated","Dusa_","0250","Dusa_0250","","","","Мм, я можу втрапити у халепу тут!","","",""
"Integrated","Dusa_","0251","Dusa_0251","","","","Оу вау, Лорде Аїд, пане!!","","",""
"Integrated","Dusa_","0252","Dusa_0252","","","","Ааа, о ні, це він!","","",""
"Integrated","Dusa_","0253","Dusa_0253","","","","Ааа, це великий начальник!!","","",""
"Integrated","Dusa_","0254","Dusa_0254","","","","Не хвилюйтеся, Принце, я повернулася!","","",""
"Integrated","Dusa_","0255","Dusa_0255","","","","Так добре повернутися!!","","",""
"Integrated","Dusa_","0256","Dusa_0256","","","","Потрібна допомога ще з чимось?","","",""
"Integrated","Dusa_","0257","Dusa_0257","","","","Чи можу я вам ще чимось допомогти?","","",""
"Integrated","Dusa_","0258","Dusa_0258","","","","Ще щось потрібно зробити, Принце?","","",""
"Integrated","Dusa_","0259","Dusa_0259","","","","Є щось, про що мені треба подбати, Принце?","","",""
"Integrated","Dusa_","0260","Dusa_0260","","","","Оо, ви покликали мене назад!","","",""
"Integrated","Dusa_","0261","Dusa_0261","","","","Оу вітаю, пам'ятаєте мене?!","","",""
"Integrated","Dusa_","0262","Dusa_0262","","","","Які ж ви фальшивки!","","",""
"Integrated","Dusa_","0263","Dusa_0263","","","","Ви ганьбите ім'я горгон!","","",""
"Integrated","Dusa_","0264","Dusa_0264","","","","Ви слабенькі, горгони!","","",""
"Integrated","Dusa_","0265","Dusa_0265","","","","Приготуйтеся отримати на горіхи, голови горгон!","","",""
"Integrated","Dusa_","0266","Dusa_0266","","","","Панянки, ви готові?!","","",""
"Integrated","Dusa_","0267","Dusa_0267","","","","Підходь, отримай те на що заслуговуєш!","","",""
"Integrated","Dusa_","0268","Dusa_0268","","","","Підходьте та скуштуйте, панянки!!","","",""
"Integrated","Dusa_","0269","Dusa_0269","","","","Горгони вам докучають, Принце?","","",""
"Integrated","Dusa_","0270","Dusa_0270","","","","Ого, велика матуся!","","",""
"Integrated","Dusa_","0271","Dusa_0271","","","","Дозвольте вам нагадати, так до слова, Принце?","","",""
"Integrated","Dusa_","0272","Dusa_0272","","","","Гей, сестро, погляньмо на що ти здатна!","","",""
"Integrated","Dusa_","0273","Dusa_0273","","","","Ця пані - біда, Принце!","","",""
"Integrated","Dusa_","0274","Dusa_0274","","","","Я тебе не боюся!!","","",""
"Integrated","Dusa_","0275","Dusa_0275","","","","Не такі ви вже й сильні!","","",""
"Integrated","Dusa_","0276","Dusa_0276","","","","Один є!","","",""
"Integrated","Dusa_","0277","Dusa_0277","","","","Вбила одного!","","",""
"Integrated","Dusa_","0278","Dusa_0278","","","","Ось тобі!","","",""
"Integrated","Dusa_","0279","Dusa_0279","","","","Дісталааа!","","",""
"Integrated","Dusa_","0280","Dusa_0280","","","","Йди геть!","","",""
"Integrated","Dusa_","0281","Dusa_0281","","","","Геть!","","",""
"Integrated","Dusa_","0282","Dusa_0282","","","","О, я одного дістала!","","",""
"Integrated","Dusa_","0283","Dusa_0283","","","","Один є!","","",""
"Integrated","Dusa_","0284","Dusa_0284","","","","Хаха!","","",""
"Integrated","Dusa_","0285","Dusa_0285","","","","Будеш знати!","","",""
"Integrated","Dusa_","0286","Dusa_0286","","","","Скам'яній!","","",""
"Integrated","Dusa_","0287","Dusa_0287","","","","Ооо, непогано!","","",""
"Integrated","Dusa_","0288","Dusa_0288","","","","Вау!","","",""
"Integrated","Dusa_","0289","Dusa_0289","","","","Вуу!","","",""
"Integrated","Dusa_","0290","Dusa_0290","","","","Хах, вау!","","",""
"Integrated","Dusa_","0291","Dusa_0291","","","","Гоо, вау!","","",""
"Integrated","Dusa_","0292","Dusa_0292","","","","Я вражена!!","","",""
"Integrated","Dusa_","0293","Dusa_0293","","","","Оох, ау!","","",""
"Integrated","Dusa_","0294","Dusa_0294","","","","Воу!","","",""
"Integrated","Dusa_","0295","Dusa_0295","","","","Оох!","","",""
"Integrated","Dusa_","0296","Dusa_0296","","","","Ау!","","",""
"Integrated","Dusa_","0297","Dusa_0297","","","","Гарний постріл!","","",""
"Integrated","Dusa_","0298","Dusa_0298","","","","Вау, я вражена!","","",""
"Integrated","Dusa_","0299","Dusa_0299","","","","О, ні, все гаразд?","","",""
"Integrated","Dusa_","0300","Dusa_0300","","","","Принце, ні!","","",""
"Integrated","Dusa_","0301","Dusa_0301","","","","Аа, бережіться!","","",""
"Integrated","Dusa_","0302","Dusa_0302","","","","О ні!!","","",""
"Integrated","Dusa_","0303","Dusa_0303","","","","Все гаразд?","","",""
"Integrated","Dusa_","0304","Dusa_0304","","","","Ах, вас поранили!","","",""
"Integrated","Dusa_","0305","Dusa_0305","","","","Ні, продовжуйте боротися!","","",""
"Integrated","Dusa_","0306","Dusa_0306","","","","Боріться, Принце!","","",""
"Integrated","Dusa_","0307","Dusa_0307","","","","О, ау!!","","",""
"Integrated","Dusa_","0308","Dusa_0308","","","","Ні, я...!","","",""
"Integrated","Dusa_","0309","Dusa_0309","","","","Не можу дивитися...!","","",""
"Integrated","Dusa_","0310","Dusa_0310","","","","Принце!","","",""
"Integrated","Dusa_","0311","Dusa_0311","","","","Загрею!","","",""
"Integrated","Dusa_","0312","Dusa_0312","","","","Продовжуйте битися!","","",""
"Integrated","Dusa_","0313","Dusa_0313","","","","Оу вау, гляньте як гарно у вас виходить!","","",""
"Integrated","Dusa_","0314","Dusa_0314","","","","Овва, це було щось, Принце!","","",""
"Integrated","Dusa_","0315","Dusa_0315","","","","Вуу, наваляйте їм, Принце!","","",""
"Integrated","Dusa_","0316","Dusa_0316","","","","Вау, гляньте-но на це!","","",""
"Integrated","Dusa_","0317","Dusa_0317","","","","Вам потрібна послуга, Принце?","","",""
"Integrated","Dusa_","0318","Dusa_0318","","","","Це їм покаже!","","",""
"Integrated","Dusa_","0319","Dusa_0319","","","","Ох, це Афіна, гмм...","","",""
"Integrated","Dusa_","0320","Dusa_0320","","","","Афіна вам допомагає?","","",""
"Integrated","Dusa_","0321","Dusa_0321","","","","Обережніше з ним, Принце.","","",""
"Integrated","Dusa_","0322","Dusa_0322","","","","Допомога від Афіни, га?","","",""
"Integrated","Dusa_","0323","Dusa_0323","","","","Гейй!","","",""
"Integrated","Dusa_","0324","Dusa_0324","","","","Гей!","","",""
"Integrated","Dusa_","0325","Dusa_0325","","","","Ум, гей!","","",""
"Integrated","Dusa_","0326","Dusa_0326","","","","Ох, зупиніться!","","",""
"Integrated","Dusa_","0327","Dusa_0327","","","","Не мене, Принце!","","",""
"Integrated","Dusa_","0328","Dusa_0328","","","","Нє-а!","","",""
"Integrated","Dusa_","0329","Dusa_0329","","","","Оце вже ні!","","",""
"Integrated","Dusa_","0330","Dusa_0330","","","","Аа, Принце?","","",""
"Integrated","Dusa_","0331","Dusa_0331","","","","Ваша Високосте!","","",""
"Integrated","Dusa_","0332","Dusa_0332","","","","Це я ненароком!","","",""
"Integrated","Dusa_","0333","Dusa_0333","","","","Не хвилюйтеся про мене!","","",""
"Integrated","Dusa_","0334","Dusa_0334","","","","Ау!! Жартую.","","",""
"Integrated","Dusa_","0335","Dusa_0335","","","","Я тут лише щоб допомогти!","","",""
"Integrated","Dusa_","0336","Dusa_0336","","","","Гей, чого б це?","","",""
"Integrated","Dusa_","0337","Dusa_0337","","","","Добре, що у нас є цей зв'язок!","","",""
"Integrated","Dusa_","0338","Dusa_0338","","","","Вуу, я невразлива!!","","",""
"Integrated","Dusa_","0339","Dusa_0339","","","","У вас вийшло!!","","",""
"Integrated","Dusa_","0340","Dusa_0340","","","","Гей, у вас вийшло!","","",""
"Integrated","Dusa_","0341","Dusa_0341","","","","Вуу-хуу!","","",""
"Integrated","Dusa_","0342","Dusa_0342","","","","Я знала що у вас вийде!","","",""
"Integrated","Dusa_","0343","Dusa_0343","","","","Хороша робота, Принце!","","",""
"Integrated","Dusa_","0344","Dusa_0344","","","","Це було захоплююче!","","",""
"Integrated","Dusa_","0345","Dusa_0345","","","","Фух, у вас вийшло!","","",""
"Integrated","Dusa_","0346","Dusa_0346","","","","Добренько, це місце чисте!","","",""
"Integrated","Dusa_","0347","Dusa_0347","","","","Однією проблемою менше, так?","","",""
"Integrated","Dusa_","0348","Dusa_0348","","","","Ви їм показали, Принце!","","",""
"Integrated","Dusa_","0349","Dusa_0349","","","","Отримуйте на горіхи!!","","",""
"Integrated","Dusa_","0350","Dusa_0350","","","","Не зв'язуйтеся із Загреєм!!","","",""
"Integrated","Dusa_","0351","Dusa_0351","","","","Хах, отримуй!","","",""
"Integrated","Dusa_","0352","Dusa_0352","","","","Бережіть себе, добре?!","","",""
"Integrated","Dusa_","0353","Dusa_0353","","","","Мушу йти!","","",""
"Integrated","Dusa_","0354","Dusa_0354","","","","Ааа, мушу йти!","","",""
"Integrated","Dusa_","0355","Dusa_0355","","","","Бувайте, Принце!","","",""
"Integrated","Dusa_","0356","Dusa_0356","","","","Продовжуйте!","","",""
"Integrated","Dusa_","0357","Dusa_0357","","","","Сподіваюся, що змогла допомогти!","","",""
"Integrated","Dusa_","0358","Dusa_0358","","","","Бережіться, прошу, добре?","","",""
"Integrated","Dusa_","0359","Dusa_0359","","","","Мені треба повертатися!","","",""
"Integrated","Dusa_","0360","Dusa_0360","","","","О ні, я спізнююсь!","","",""
"Integrated","Dusa_","0361","Dusa_0361","","","","Продовжуйте битися, Загрею!","","",""
"Integrated","Dusa_","0362","Dusa_0362","","","","Добренько, па!","","",""
"Integrated","Dusa_","0363","Dusa_0363","","","","Продовжуйте без мене, Принце!","","",""
"Integrated","Dusa_","0364","Dusa_0364","","","","Сподіваюся я впоралася!","","",""
"Integrated","Dusa_","0365","Dusa_0365","","","","Ну, і я кажу...","","",""
"Integrated","Dusa_","0366","Dusa_0366","","","","А потім, я така...","","",""
"Integrated","Dusa_","0367","Dusa_0367","","","","А знаєте що ще?","","",""
"Integrated","Dusa_","0368","Dusa_0368","","","","Це ще нічого.","","",""
"Integrated","Dusa_","0369","Dusa_0369","","","","О, далі більше.","","",""
"Integrated","Dusa_","0370","Dusa_0370","","","","Далі більше.","","",""
"Integrated","Dusa_","0371","Dusa_0371","","","","Але, далі більше.","","",""
"Integrated","Dusa_","0372","Dusa_0372","","","","Але зацініть но це.","","",""
"Integrated","Dusa_","0373","Dusa_0373","","","","Зацініть но це.","","",""
"Integrated","Dusa_","0374","Dusa_0374","","","","Зацініть.","","",""
"Integrated","Dusa_","0375","Dusa_0375","","","","Далі гірше!","","",""
"Integrated","Dusa_","0376","Dusa_0376","","","","Знаєте що я чула?","","",""
"Integrated","Dusa_","0377","Dusa_0377","","","","Я чула, що...","","",""
"Integrated","Dusa_","0378","Dusa_0378","","","","Знаєте, що?","","",""
"Integrated","Dusa_","0379","Dusa_0379","","","","А знаєте що ще?","","",""
"Integrated","Dusa_","0380","Dusa_0380","","","","Послухайте це.","","",""
"Integrated","Dusa_","0381","Dusa_0381","","","","Знаю, правда?","","",""
"Integrated","Dusa_","0382","Dusa_0382","","","","Правда?","","",""
"Integrated","Dusa_","0383","Dusa_0383","","","","Правда!","","",""
"Integrated","Dusa_","0384","Dusa_0384","","","","Я знаю!!","","",""
"Integrated","Dusa_","0385","Dusa_0385","","","","Я знаю.","","",""
"Integrated","Dusa_","0386","Dusa_0386","","","","Серйозно.","","",""
"Integrated","Dusa_","0387","Dusa_0387","","","","Серйозно!","","",""
"Integrated","Dusa_","0388","Dusa_0388","","","","Я це гарантую!","","",""
"Integrated","Dusa_","0389","Dusa_0389","","","","Угу.","","",""
"Integrated","Dusa_","0390","Dusa_0390","","","","Можете собі уявити?","","",""
"Integrated","Dusa_","0391","Dusa_0391","","","","Можете в це повірити?","","",""
"Integrated","Dusa_","0392","Dusa_0392","","","","Я клянуся.","","",""
"Integrated","Dusa_","0393","Dusa_0393","","","","Без жартів.","","",""
"Integrated","Dusa_","0394","Dusa_0394","","","","Агась.","","",""
"Integrated","Dusa_","0395","Dusa_0395","","","","Дійсно.","","",""
"Integrated","Dusa_","0396","Dusa_0396","","","","Справді!","","",""
"Integrated","Dusa_","0397","Dusa_0397","","","","Авжеж.","","",""
"Integrated","Dusa_","0410","Dusa_0410","","","","- Ох!","","",""
"Integrated","Dusa_","0411","Dusa_0411","","","","Ох! Вітаю, Принце.","","",""
"Integrated","Dusa_","0412","Dusa_0412","","","","Ну короче...","","",""
"Integrated","Dusa_","0413","Dusa_0413","","","","<Зітхання> Ну короче...","","",""
"Integrated","Dusa_","0414","Dusa_0414","","","","Ну, словом...","","",""
"Integrated","Dusa_","0415","Dusa_0415","","","","...Розповім пізніше.","","",""
"Integrated","Dusa_","0416","Dusa_0416","","","","...Ну, ви знаєте як буває.","","",""
"Integrated","Dusa_","0417","Dusa_0417","","","","...Решта й так зрозуміла.","","",""
"Integrated","Dusa_","0418","Dusa_0418","","","","Вітання!","","",""
"Integrated","Dusa_","0419","Dusa_0419","","","","Ну, ви розумієте...","","",""
"Integrated","Dusa_","0420","Dusa_0420","","","","Ех, а що з цим поробиш.","","",""
"Integrated","Dusa_","0421","Dusa_0421","","","","Суть вам зрозуміла.","","",""
"Integrated","Dusa_","0422","Dusa_0422","","","","...Казалааа.","","",""
"Integrated","Dusa_","0423","Dusa_0423","","","","Бачите?","","",""
"Integrated","Dusa_","0424","Dusa_0424","","","","А що я вам казала?","","",""
"Darren","Dusa_","0425","Dusa_0425","","","","","","",""
"Darren","Dusa_","0426","Dusa_0426","","","","","","",""
"Darren","Dusa_","0427","Dusa_0427","","","","","","",""
"Darren","Dusa_","0428","Dusa_0428","","","","","","",""
"Darren","Dusa_","0429","Dusa_0429","","","","","","",""
"Darren","Dusa_","0430","Dusa_0430","","","","","","",""
"Integrated","Dusa_","0431","Dusa_0431","","","","Фуу! Фоо! Фуоо! Хоо!","","",""
"Darren","Dusa_","0432","Dusa_0432","","","","Фаа! Хааа! Гаа! Хуаа!","","",""
"Integrated","Dusa_","0433","Dusa_0433","","","","Хсс! Хссс! Ссс! ССсс! Сааа!","","",""
"Integrated","Dusa_","0434","Dusa_0434","","","","","","",""
"Integrated","Dusa_","0435","Dusa_0435","","","","","","",""
"Integrated","Dusa_","0436","Dusa_0436","","","","","","",""
"Integrated","Dusa_","0437","Dusa_0437","","","","Дякую!","","",""
"Integrated","Dusa_","0438","Dusa_0438","","","","","","",""
"Integrated","Dusa_","0439","Dusa_0439","","","","","","",""
"Integrated","Dusa_","0502","Dusa_0502","","","","О вау, це ж Харон, Принце!","","",""
"Integrated","Dusa_","0503","Dusa_0503","","","","Тримайтеся від нього якнайдалі, прошу, пане Харон!","","",""
"Integrated","Dusa_","0504","Dusa_0504","","","","Ви ж пробачите нам, правда, пане Харон?","","",""
"Integrated","Dusa_","0505","Dusa_0505","","","","Ум, без образ, добре, пане Харон?","","",""
"Integrated","Dusa_","0509","Dusa_0509","","","","Ох...","","",""
